route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
ROUTE_TELEFERICO_CAFE,SERVICE_22d90316-d4c2-47af-b8e1-84e8e9ba2858,TRIP_56dde7c5-2a33-54eb-88aa-ed9759d5c8a4_22d90316-d4c2-47af-b8e1-84e8e9ba2858,Línea Café - Vuelta,1,SHAPE_56dde7c5-2a33-54eb-88aa-ed9759d5c8a4
ROUTE_TELEFERICO_CAFE,SERVICE_b775c9ba-718e-491a-a79a-bad485e91d13,TRIP_56dde7c5-2a33-54eb-88aa-ed9759d5c8a4_b775c9ba-718e-491a-a79a-bad485e91d13,Línea Café - Vuelta,1,SHAPE_56dde7c5-2a33-54eb-88aa-ed9759d5c8a4
ROUTE_TELEFERICO_CAFE,SERVICE_d0b2bc40-a8ba-41ed-8f4f-4858a5388471,TRIP_56dde7c5-2a33-54eb-88aa-ed9759d5c8a4_d0b2bc40-a8ba-41ed-8f4f-4858a5388471,Línea Café - Vuelta,1,SHAPE_56dde7c5-2a33-54eb-88aa-ed9759d5c8a4
ROUTE_TELEFERICO_CAFE,SERVICE_e3d461e5-20e0-4725-9e13-7058ac324536,TRIP_56dde7c5-2a33-54eb-88aa-ed9759d5c8a4_e3d461e5-20e0-4725-9e13-7058ac324536,Línea Café - Vuelta,1,SHAPE_56dde7c5-2a33-54eb-88aa-ed9759d5c8a4
ROUTE_TELEFERICO_CAFE,SERVICE_e0f7ebc4-0722-412e-ba6f-87f7a89eff84,TRIP_56dde7c5-2a33-54eb-88aa-ed9759d5c8a4_e0f7ebc4-0722-412e-ba6f-87f7a89eff84,Línea Café - Vuelta,1,SHAPE_56dde7c5-2a33-54eb-88aa-ed9759d5c8a4
ROUTE_TELEFERICO_CELESTE,SERVICE_82e98534-d710-4f10-ad32-09a138e417f0,TRIP_655f2036-1f06-54d0-98b2-d0c9f5ac741c_82e98534-d710-4f10-ad32-09a138e417f0,Línea Celeste - Ida,0,SHAPE_655f2036-1f06-54d0-98b2-d0c9f5ac741c
ROUTE_TELEFERICO_CELESTE,SERVICE_2026f112-ea2a-46ee-80ee-67997c31211d,TRIP_655f2036-1f06-54d0-98b2-d0c9f5ac741c_2026f112-ea2a-46ee-80ee-67997c31211d,Línea Celeste - Ida,0,SHAPE_655f2036-1f06-54d0-98b2-d0c9f5ac741c
ROUTE_TELEFERICO_CELESTE,SERVICE_99a13696-a1c1-4ac8-887c-c64e18a979d5,TRIP_655f2036-1f06-54d0-98b2-d0c9f5ac741c_99a13696-a1c1-4ac8-887c-c64e18a979d5,Línea Celeste - Ida,0,SHAPE_655f2036-1f06-54d0-98b2-d0c9f5ac741c
ROUTE_TELEFERICO_CELESTE,SERVICE_875490c7-6aa1-4c2b-9c8a-0753d4cd7b34,TRIP_655f2036-1f06-54d0-98b2-d0c9f5ac741c_875490c7-6aa1-4c2b-9c8a-0753d4cd7b34,Línea Celeste - Ida,0,SHAPE_655f2036-1f06-54d0-98b2-d0c9f5ac741c
ROUTE_TELEFERICO_CELESTE,SERVICE_a6b633a9-ff28-4110-98d0-a5cd2150d186,TRIP_655f2036-1f06-54d0-98b2-d0c9f5ac741c_a6b633a9-ff28-4110-98d0-a5cd2150d186,Línea Celeste - Ida,0,SHAPE_655f2036-1f06-54d0-98b2-d0c9f5ac741c
ROUTE_TELEFERICO_CELESTE,SERVICE_cb81971b-2521-4fb5-aeba-c55af5bfb837,TRIP_655f2036-1f06-54d0-98b2-d0c9f5ac741c_cb81971b-2521-4fb5-aeba-c55af5bfb837,Línea Celeste - Ida,0,SHAPE_655f2036-1f06-54d0-98b2-d0c9f5ac741c
ROUTE_TELEFERICO_CELESTE,SERVICE_412e665a-82a3-45fb-9eb4-2efe8b83ee4a,TRIP_655f2036-1f06-54d0-98b2-d0c9f5ac741c_412e665a-82a3-45fb-9eb4-2efe8b83ee4a,Línea Celeste - Ida,0,SHAPE_655f2036-1f06-54d0-98b2-d0c9f5ac741c
ROUTE_TELEFERICO_CELESTE,SERVICE_15e14cd9-8af0-420f-8632-8ee301c7cf88,TRIP_2ec8342e-c96f-5948-887f-a44d5c39f6d9_15e14cd9-8af0-420f-8632-8ee301c7cf88,Línea Celeste - Vuelta,1,SHAPE_2ec8342e-c96f-5948-887f-a44d5c39f6d9
ROUTE_TELEFERICO_CELESTE,SERVICE_c13b3f60-09c9-4033-8017-a883390ed844,TRIP_2ec8342e-c96f-5948-887f-a44d5c39f6d9_c13b3f60-09c9-4033-8017-a883390ed844,Línea Celeste - Vuelta,1,SHAPE_2ec8342e-c96f-5948-887f-a44d5c39f6d9
ROUTE_TELEFERICO_CELESTE,SERVICE_7622a661-1d45-4f14-bcd1-ad1f40141453,TRIP_2ec8342e-c96f-5948-887f-a44d5c39f6d9_7622a661-1d45-4f14-bcd1-ad1f40141453,Línea Celeste - Vuelta,1,SHAPE_2ec8342e-c96f-5948-887f-a44d5c39f6d9
ROUTE_TELEFERICO_CELESTE,SERVICE_56e25818-327d-4181-8cb3-198036c9c67a,TRIP_2ec8342e-c96f-5948-887f-a44d5c39f6d9_56e25818-327d-4181-8cb3-198036c9c67a,Línea Celeste - Vuelta,1,SHAPE_2ec8342e-c96f-5948-887f-a44d5c39f6d9
ROUTE_TELEFERICO_CELESTE,SERVICE_c6035818-bb6e-44bc-80e4-6be00134e1f1,TRIP_2ec8342e-c96f-5948-887f-a44d5c39f6d9_c6035818-bb6e-44bc-80e4-6be00134e1f1,Línea Celeste - Vuelta,1,SHAPE_2ec8342e-c96f-5948-887f-a44d5c39f6d9
ROUTE_TELEFERICO_CELESTE,SERVICE_c9a6ec81-ccd1-4867-9fbe-dee1720fcd46,TRIP_2ec8342e-c96f-5948-887f-a44d5c39f6d9_c9a6ec81-ccd1-4867-9fbe-dee1720fcd46,Línea Celeste - Vuelta,1,SHAPE_2ec8342e-c96f-5948-887f-a44d5c39f6d9
ROUTE_TELEFERICO_CELESTE,SERVICE_3b146b66-c222-409c-9aa0-dc3de24efbac,TRIP_2ec8342e-c96f-5948-887f-a44d5c39f6d9_3b146b66-c222-409c-9aa0-dc3de24efbac,Línea Celeste - Vuelta,1,SHAPE_2ec8342e-c96f-5948-887f-a44d5c39f6d9
ROUTE_TELEFERICO_MORADA,SERVICE_121f37a6-3540-4dba-8546-22134518361b,TRIP_421df8e1-b216-5717-a2da-5ae4d5ab9b22_121f37a6-3540-4dba-8546-22134518361b,Línea Morada - Ida,0,SHAPE_421df8e1-b216-5717-a2da-5ae4d5ab9b22
ROUTE_TELEFERICO_MORADA,SERVICE_056401b9-ec70-469c-a861-5d371e633d74,TRIP_421df8e1-b216-5717-a2da-5ae4d5ab9b22_056401b9-ec70-469c-a861-5d371e633d74,Línea Morada - Ida,0,SHAPE_421df8e1-b216-5717-a2da-5ae4d5ab9b22
ROUTE_TELEFERICO_MORADA,SERVICE_87f51157-a061-4a1e-8269-de9de7f32613,TRIP_421df8e1-b216-5717-a2da-5ae4d5ab9b22_87f51157-a061-4a1e-8269-de9de7f32613,Línea Morada - Ida,0,SHAPE_421df8e1-b216-5717-a2da-5ae4d5ab9b22
ROUTE_TELEFERICO_MORADA,SERVICE_67f77d1c-e30c-47ac-b3ea-09be996b23e8,TRIP_421df8e1-b216-5717-a2da-5ae4d5ab9b22_67f77d1c-e30c-47ac-b3ea-09be996b23e8,Línea Morada - Ida,0,SHAPE_421df8e1-b216-5717-a2da-5ae4d5ab9b22
ROUTE_TELEFERICO_MORADA,SERVICE_f6c8bdcb-66c2-40db-9374-0d915ac237f7,TRIP_421df8e1-b216-5717-a2da-5ae4d5ab9b22_f6c8bdcb-66c2-40db-9374-0d915ac237f7,Línea Morada - Ida,0,SHAPE_421df8e1-b216-5717-a2da-5ae4d5ab9b22
ROUTE_TELEFERICO_MORADA,SERVICE_7209e5c9-adfd-4307-b05c-732248c7ff39,TRIP_421df8e1-b216-5717-a2da-5ae4d5ab9b22_7209e5c9-adfd-4307-b05c-732248c7ff39,Línea Morada - Ida,0,SHAPE_421df8e1-b216-5717-a2da-5ae4d5ab9b22
ROUTE_TELEFERICO_MORADA,SERVICE_7c662561-66f2-4d88-bc67-87935e414cd3,TRIP_421df8e1-b216-5717-a2da-5ae4d5ab9b22_7c662561-66f2-4d88-bc67-87935e414cd3,Línea Morada - Ida,0,SHAPE_421df8e1-b216-5717-a2da-5ae4d5ab9b22
ROUTE_TELEFERICO_MORADA,SERVICE_4158203c-ca41-4dd0-9f6d-c555860a77ca,TRIP_8547c54e-f139-5107-a850-9f241c6902e6_4158203c-ca41-4dd0-9f6d-c555860a77ca,Línea Morada - Vuelta,1,SHAPE_8547c54e-f139-5107-a850-9f241c6902e6
ROUTE_TELEFERICO_MORADA,SERVICE_8ec777c9-2c02-4a40-92c5-f26926d5a61f,TRIP_8547c54e-f139-5107-a850-9f241c6902e6_8ec777c9-2c02-4a40-92c5-f26926d5a61f,Línea Morada - Vuelta,1,SHAPE_8547c54e-f139-5107-a850-9f241c6902e6
ROUTE_TELEFERICO_MORADA,SERVICE_d9a23143-ae7c-4cff-bd2a-acaf75865e8f,TRIP_8547c54e-f139-5107-a850-9f241c6902e6_d9a23143-ae7c-4cff-bd2a-acaf75865e8f,Línea Morada - Vuelta,1,SHAPE_8547c54e-f139-5107-a850-9f241c6902e6
ROUTE_TELEFERICO_MORADA,SERVICE_c83536b5-66af-4595-9ca4-a9742772ac24,TRIP_8547c54e-f139-5107-a850-9f241c6902e6_c83536b5-66af-4595-9ca4-a9742772ac24,Línea Morada - Vuelta,1,SHAPE_8547c54e-f139-5107-a850-9f241c6902e6
ROUTE_TELEFERICO_MORADA,SERVICE_71861c8e-b81c-4498-8be8-b258663d4365,TRIP_8547c54e-f139-5107-a850-9f241c6902e6_71861c8e-b81c-4498-8be8-b258663d4365,Línea Morada - Vuelta,1,SHAPE_8547c54e-f139-5107-a850-9f241c6902e6
ROUTE_TELEFERICO_MORADA,SERVICE_e656f493-705d-4bfc-b17e-63151a34a4d6,TRIP_8547c54e-f139-5107-a850-9f241c6902e6_e656f493-705d-4bfc-b17e-63151a34a4d6,Línea Morada - Vuelta,1,SHAPE_8547c54e-f139-5107-a850-9f241c6902e6
ROUTE_TELEFERICO_MORADA,SERVICE_1acce75d-4e7e-4b2e-8092-084695cb735b,TRIP_8547c54e-f139-5107-a850-9f241c6902e6_1acce75d-4e7e-4b2e-8092-084695cb735b,Línea Morada - Vuelta,1,SHAPE_8547c54e-f139-5107-a850-9f241c6902e6
ROUTE_TELEFERICO_NARANJA,SERVICE_983de34a-2a4e-458f-b423-5ada5ece058a,TRIP_a7b1f4a0-35b8-519f-8b04-bbc1ca1b9a2a_983de34a-2a4e-458f-b423-5ada5ece058a,Línea Naranja - Ida,0,SHAPE_a7b1f4a0-35b8-519f-8b04-bbc1ca1b9a2a
ROUTE_TELEFERICO_NARANJA,SERVICE_df703905-e265-4960-a0db-7af798828826,TRIP_a7b1f4a0-35b8-519f-8b04-bbc1ca1b9a2a_df703905-e265-4960-a0db-7af798828826,Línea Naranja - Ida,0,SHAPE_a7b1f4a0-35b8-519f-8b04-bbc1ca1b9a2a
